    1000       6
  0.999115591888639        1.00071773371715       0.999115238210046     
  0.788120573518071        1.57300968136186        2.36248441641947     
  5.000000000000000E-002  5.000000000000000E-002  5.000000000000000E-002
  1.745329251994330E-002  1.745329251994330E-002  1.745329251994330E-002
  0.970977736756554       0.967264032731553        1.02181083633801     
  0.749354235646636        1.60262509329779        2.38298344376799     
  0.966651727959994       0.974565132042189       0.923784052215042     
  0.804522943977371        1.56716588750027        2.36822893562635     
   1.00826301937611        1.12590286828992        1.01446840081127     
  0.787520135492359        1.56260500186636        2.34240575228514     
  0.998188442394149       0.978573499423709       0.933676042381593     
  0.793475539144783        1.58962191699389        2.32947597563332     
   1.00869311897496        1.03020057082456       0.970061896361833     
  0.814505992132188        1.56735187405039        2.32489714758741     
  0.935788710391878        1.00200724707608       0.942229068656722     
  0.783635027512516        1.58051442479017        2.36600227495521     
   1.00340880418102        1.00639036938723        1.01660473454480     
  0.781971336937820        1.54645375976619        2.37542850988640     
   1.01934125079373       0.966881034039976        1.01410658550874     
  0.782849200484288        1.57158823741471        2.34532006642296     
  0.973655674820925        1.03209720029216        1.01010341254238     
  0.828663196288869        1.57426411536039        2.36896518719643     
  0.929881929455231       0.949503002285902        1.09529825800559     
  0.787021935277757        1.55885637457578        2.36443036177631     
   1.07715619117083        1.01843613625593        1.02116905910478     
  0.824053710210246        1.58761125402431        2.36808797314517     
   1.05806928051644        1.07993926333675       0.972387093693282     
  0.789034612843529        1.56348898808328        2.38677921374990     
  0.957882258611713        1.05535401088557        1.05721946448282     
  0.776924112875295        1.56822589211570        2.36717905503167     
  0.990512849256057        1.03521704332264        1.01694241810845     
  0.787426489427717        1.57094309958813        2.35575183085703     
  0.962973442172738       0.957405316079034        1.05952592087790     
  0.780070714891159        1.60098546128341        2.36227013466214     
  0.972253522903337       0.963393553389837        1.02690986020509     
  0.754797455501947        1.55260458862713        2.34944783478938     
  0.943347087975944       0.994256515677336        1.01414683511693     
  0.794540696113241        1.59634348265648        2.36131889969853     
   1.04229645673180        1.01121493640762       0.936328093732390     
  0.783668688939068        1.60336053890863        2.34056492960485     
  0.994367582833996       0.909313891415080       0.984305234437793     
  0.786937901476207        1.57691169344213        2.34986211149525     
  0.918950266944213       0.941147197215575       0.958098863259207     
  0.794233453347746        1.55859618917993        2.36005411878612     
   1.05757890058237       0.982290763351944       0.949257390745125     
  0.803459444177905        1.58135881460543        2.39735012860418     
   1.06352028833123       0.965980694945623        1.00519832132412     
  0.811792674756168        1.60006048080018        2.34961786465581     
   1.03075324293209        1.00517609622479        1.05870039729104     
  0.750617634227970        1.57851475848438        2.33662166834419     
  0.961239974799958       0.979429977089598       0.999731821957074     
  0.767569618575011        1.59961640843219        2.37260991088618     
  0.956601495430675       0.986854189684110       0.986456589895954     
  0.835904426964650        1.56770173492035        2.37925822884447     
   1.10942899969214        1.00388883706060        1.00284590712839     
  0.817352035272001        1.57561027271012        2.35037787656363     
  0.976050885872101       0.977122925426040        1.01342092868087     
  0.794415769695499        1.57007930762168        2.37934606826772     
   1.02677333816111       0.970845729086086        1.07188170347349     
  0.767723549535725        1.57549443268425        2.37869171363909     
  0.996216667117485        1.05252433602539       0.920649216767434     
  0.776228618583912        1.54137754414314        2.35425314948865     
  0.986518968917474        1.11512776213466        1.02024151723321     
  0.785409824666821        1.59278716996917        2.38462189608583     
  0.871299859013115       0.990171515684218        1.04816752007796     
  0.762828297392091        1.56335074191929        2.35779067652147     
   1.00786441394223       0.998986082387443       0.982126514278709     
  0.781266744285810        1.58645003444332        2.35005317928179     
  0.969038053504241       0.967334976756516        1.02146882086201     
  0.806579975341364        1.58214894341766        2.32709550665888     
  0.958291489954641        1.06041644738962       0.970148752528545     
  0.791818083298803        1.57316768298576        2.34283033361878     
  0.947190035022541       0.964890541804624       0.940299345586855     
  0.793511735903374        1.54422990263488        2.34261824315602     
   1.01593374297489       0.981977856819789       0.946069815664004     
  0.797213567318807        1.58441410480238        2.36240882649632     
  0.934755436841741        1.03493467760848       0.983214202125480     
  0.788176385399799        1.56740527659095        2.36743896336195     
   1.01630998472083        1.01767301965123        1.00301407384738     
  0.776303810930017        1.59845130513079        2.37825978407084     
  0.996670450197195        1.02514046081753       0.987646502529081     
  0.819863749709606        1.54801261080374        2.32753620930315     
  0.967413237969063       0.986647216782103       0.990754272036815     
  0.827648258953442        1.55612173984154        2.37524334049654     
  0.960506800777065       0.992048264015161       0.973758123954806     
  0.770858918906030        1.59477456222816        2.34033544189040     
  0.925529019816657       0.936709081744607        1.06100102527084     
  0.783047913784641        1.56204829481528        2.35462862355984     
   1.09207862465706       0.921994296573937       0.964471498071056     
  0.777467579850196        1.52076721752901        2.36429835647171     
  0.921730844471208       0.979746450052812        1.00345673832969     
  0.805801036210452        1.56693565415510        2.38435892138837     
   1.03041069443913        1.00118268836756        1.00570248189722     
  0.821399467764903        1.56620078274938        2.36978151241405     
   1.00111911631326       0.984750550846486        1.05655663639789     
  0.807651960188216        1.56068456211451        2.34406127571130     
  0.960109784103388        1.05231371708434        1.11474096535682     
  0.790116878637690        1.59303871711733        2.34465916665679     
  0.947441788294749        1.01647794499604        1.05758572537426     
  0.770807543794362        1.58464842708810        2.34396674542553     
  0.922452300987629        1.08681513275450        1.09393186124357     
  0.793127596766621        1.58730270983426        2.34742978530454     
   1.03846773184755        1.04884430816524        1.01218224826786     
  0.785190235667917        1.57796427448123        2.39481062944137     
  0.886861981309089        1.01785881204978       0.963508410803418     
  0.807228554677513        1.60636487284005        2.36798616138547     
  0.978771597446453       0.905363886362898       0.996508658767000     
  0.765051604435613        1.57853036677873        2.33022390318346     
   1.05125565114446        1.01351808146132       0.938517332408649     
  0.813489805394264        1.58010136553275        2.36332994931695     
  0.970586606042117       0.903783411232328        1.03206071393399     
  0.806683965870509        1.56437265352293        2.39946469455040     
   1.01287247156862       0.968541037078573        1.05349298385282     
  0.787970190643583        1.53895250045323        2.35029949832470     
   1.04532609280661       0.912171668589831        1.04144945148160     
  0.801316641370368        1.57083325472205        2.38221069942036     
   1.02036040734802        1.01440264405819       0.912942031233475     
