  100000       3
   2.00000000000000        2.00000000000000        2.00000000000000     
  0.150000000000000       0.150000000000000       0.100000000000000     
   2.09247828222882        1.81234835978477        2.04611036701351     
   2.07081839820052        2.04380983370175        1.75504733654772     
   1.96615760162052        1.90605800662907        1.88454890125015     
   1.95352808732407        1.81595998570928        1.94412460107763     
   2.07593190848242        1.74201025808545        2.09465597274142     
   2.13735543817160        1.98178493317585        1.92262490587420     
   1.76236224254968        2.11814132870082        1.84752172054687     
   2.09559009905502        1.95549903765200        2.15946360998624     
   2.03849697328170        1.94184298082880        2.14413744848512     
   1.84085029480809        2.08500839957001        2.09415850187918     
   2.10267717829019        2.18972615840067        2.04283506856117     
   1.83888239092184        1.92400070658897        2.05390577694771     
   2.06382117214970        2.30983338435958        2.05539234645813     
   2.13833000344955        1.95032991092903        1.98095051212972     
   1.93738720205766        2.18583249928488        2.07754180129603     
   1.89447759690690        2.12134981589422        2.13601894346431     
   1.96004401159991        2.03919130747499        1.98583054810288     
   2.05561861826767        1.96630852631510        1.87479850917001     
   2.14136034863440        1.94796258570302        2.16806764737675     
   2.27974011982992        1.91638492565532        2.05145349621781     
   1.94630752322550        2.00088248761333        1.90746040991752     
   2.07524698835985        1.85590809816519        2.00185913595027     
   1.85770518382449        2.27585914297206        1.96001421451162     
   2.09024475035242        2.26166683518529        2.08803415547563     
   2.15983033382985        1.97531875632884        1.83436808918097     
   2.06639155727971        2.34122662550977        2.06156748312607     
   2.05290753146490        1.95773028890850        2.09484119136801     
   2.07059092324933        1.76153587166791        2.03580233017409     
   2.10983889663145        1.73565657737154        1.86780726229787     
   2.04293023180007        1.89963291907866        1.97352336127129     
   2.08154061409732        2.15882083009607        2.07878259787640     
   1.80781461354288        2.23096612612860        2.05440418381140     
   1.61100256316374        2.27625017716713        2.03110752552509     
   2.03230855813451        1.85213113958534        1.86104926521678     
   1.88790206114686        1.77521193867998        2.07695026749016     
   1.80562053618404        2.02814676127368        2.07762900290500     
   2.06476409184816        2.15541446487098        2.02359288449664     
   1.75614662055617        2.10306091234856        1.94785900051710     
   1.88862573502888        2.10531933185328        1.93614140635901     
   1.84951728262468        2.27692674677499        2.28081909668022     
   2.13548858690115        2.08746159902303        1.83406906371171     
   2.12795599319885        1.97801777615342        1.87227591834680     
   2.09428481837588        2.04055439008904        1.90398105648749     
   1.94691428978383        2.01586189141683        2.02733792021233     
   2.03754575759949        2.16060913604623        1.84180757696309     
   1.98774932267262        2.29297715382973        1.93466318266125     
   1.98228629486653        1.77462736764076        2.05500348914692     
   1.87704585991880        1.86614970158007        2.00586337709716     
   1.86801748171501        1.99397052544694        2.00790381898083     
   2.16548156212019        2.17081434047098        1.87578307206620     
   2.01712712484378        2.06349443309854        1.96874034924546     
   2.08595618224703        1.98409243237748        2.24915461040099     
   1.75824958003049        1.81885877359934        1.90631883189808     
   1.84603449011051        1.98237348734089        1.96300074102171     
   2.14909603223361        2.00620670544686        1.98027740426159     
   1.98086609077087        1.97645353964735        1.97481846047982     
   1.93215759055786        1.78027785977505        1.91283167597712     
   2.15608654983334        2.10313041874080        1.93049759246791     
   2.06111800059023        1.87450083867163        2.03915831892281     
   1.95655852702239        1.77532016390083        1.86229385842619     
   1.93188997746706        1.88681286231745        2.06637534709258     
   2.08697041514545        1.78395663145858        1.88323587924223     
   2.23185250943524        1.91302711364679        2.01107581270253     
   1.99542463859202        2.01153872801498        2.07989651098929     
   2.01890081059816        2.08313922521687        1.70842943590713     
